CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI,Campaign_Duration,CPC,CPL,Conversion_Rate
CAMP09056,2025-10-25,2025-11-07,Search,265520,19378,2568,701,4167.43,8322.47,1.0,13,0.21505986169883373,1.6228309968847354,3.6175043864175866
CAMP09057,2025-07-23,2025-08-01,Influencer,217865,20464,5005,2748,2613.43,4820.28,0.84,9,0.12770865910867865,0.5221638361638361,13.428459734167319
CAMP09058,2025-08-26,2025-09-07,Social,240374,21982,10835,2681,132.08,219.03,0.66,12,0.006008552452006187,0.012190124596215967,12.196342462014375
CAMP09059,2025-06-04,2025-06-13,Social,245745,14647,6067,2772,826.56,2325.48,1.81,9,0.05643203386358981,0.13623866820504368,18.92537721035024
CAMP09060,2025-08-28,2025-09-08,Social,297230,27257,8962,2980,2351.89,6014.77,1.56,11,0.08628572476794952,0.2624291452800714,10.932971346809994
CAMP09061,2025-05-16,2025-05-27,Search,225671,13325,1661,457,4325.15,4346.94,0.01,11,0.32458911819887426,2.6039434075857915,3.4296435272045027
CAMP09062,2025-12-28,2026-01-10,Influencer,113818,2206,233,63,1205.35,2580.32,1.14,13,0.5463961922030824,5.173175965665235,2.8558476881233004
CAMP09063,2025-03-05,2025-03-12,Influencer,88957,7530,1070,586,266.82,640.3,1.4,7,0.035434262948207174,0.2493644859813084,7.782204515272244
CAMP09064,2025-05-03,2025-05-08,Search,268387,5853,1351,734,2121.26,2347.84,0.11,5,0.36242268921920384,1.5701406365655073,12.540577481633349
CAMP09065,2025-09-11,2025-09-17,Email,192341,7392,2532,781,426.94,524.28,0.23,6,0.05775703463203463,0.1686176935229068,10.56547619047619
CAMP09066,2025-04-24,2025-05-04,Display,128412,5673,1015,216,2797.09,4355.42,0.56,10,0.4930530583465539,2.755753694581281,3.807509254362771
CAMP09067,2025-01-20,2025-02-03,Email,57282,4734,570,312,372.54,829.9,1.23,14,0.07869455006337137,0.653578947368421,6.590621039290241
CAMP09068,2025-01-16,2025-01-30,Social,157935,2766,377,84,181.47,516.51,1.85,14,0.06560737527114967,0.4813527851458886,3.036876355748373
CAMP09069,2025-05-25,2025-06-07,Email,299481,14987,4057,948,4721.92,9310.24,0.97,13,0.3150677253619804,1.163894503327582,6.325482084473211
CAMP09070,2025-07-27,2025-08-03,Search,12974,639,261,138,3359.95,9960.92,1.96,7,5.258137715179968,12.873371647509577,21.5962441314554
CAMP09071,2025-01-19,2025-02-02,Social,145563,9082,3891,2050,685.49,1969.74,1.87,14,0.07547786831094473,0.17617322025186327,22.5721206782647
CAMP09072,2025-06-15,2025-06-21,Display,269448,11275,2440,685,2825.43,6427.06,1.27,6,0.25059246119733924,1.1579631147540983,6.075388026607539
CAMP09073,2025-02-07,2025-02-22,Social,278642,17260,6306,1357,1366.08,2617.37,0.92,15,0.07914716106604866,0.21663177925784965,7.862108922363848
CAMP09074,2025-06-30,2025-07-05,Email,129581,12793,3288,740,3829.31,9049.29,1.36,5,0.2993285390447901,1.16463199513382,5.784413351051356
CAMP09075,2025-12-15,2025-12-21,Influencer,139886,2299,1124,428,4089.57,10560.92,1.58,6,1.77884732492388,3.638407473309609,18.616789908655935
CAMP09076,2025-04-15,2025-04-22,Influencer,130710,11596,3037,1115,2587.27,7467.23,1.89,7,0.22311745429458435,0.8519163648337175,9.615384615384617
CAMP09077,2025-04-10,2025-04-21,Influencer,97755,3692,953,260,2106.52,5281.12,1.51,11,0.5705633802816902,2.2104092339979013,7.042253521126761
CAMP09078,2025-03-31,2025-04-06,Social,34925,1813,545,307,1654.26,2949.73,0.78,6,0.9124434638720353,3.035339449541284,16.933259790402648
CAMP09079,2025-10-27,2025-11-05,Influencer,197296,15132,1667,701,260.92,518.35,0.99,9,0.01724292889241343,0.15652069586082784,4.632566745968808
CAMP09080,2025-11-28,2025-12-04,Search,173878,15979,4269,2232,2847.55,3115.3,0.09,6,0.1782057700732211,0.667029749355821,13.968333437636899
CAMP09081,2025-03-20,2025-03-31,Display,18365,198,85,20,2593.74,2742.85,0.06,11,13.099696969696968,30.514588235294116,10.1010101010101
CAMP09082,2025-03-14,2025-03-28,Influencer,231934,16141,5565,3279,1143.82,1787.83,0.56,14,0.07086425872002973,0.20553818508535487,20.314726472957066
CAMP09083,2025-06-25,2025-07-07,Search,39726,645,314,164,2707.05,7071.35,1.61,12,4.196976744186046,8.621178343949046,25.426356589147286
CAMP09084,2025-04-06,2025-04-18,Search,55448,3177,731,230,2391.4,3918.28,0.64,12,0.7527226943657539,3.27140902872777,7.239534151715454
CAMP09085,2025-12-11,2025-12-23,Social,276368,21412,3524,734,1377.33,1699.39,0.23,12,0.0643251447786288,0.39084279228149826,3.4279843078647487
CAMP09086,2025-04-13,2025-04-27,Social,196021,4951,1981,526,3741.18,6405.86,0.71,14,0.7556412845889718,1.8885310449268045,10.624116340133307
CAMP09087,2025-08-12,2025-08-25,Display,176141,13869,1629,598,1304.81,2102.24,0.61,13,0.09408104405508688,0.8009883364027011,4.311774461028192
CAMP09088,2025-01-06,2025-01-11,Display,183115,6932,1135,228,2310.09,6880.91,1.98,5,0.3332501442585113,2.035321585903084,3.2890940565493363
CAMP09089,2025-05-02,2025-05-07,Email,229367,14897,4510,975,2713.75,7985.78,1.94,5,0.1821675505135262,0.6017184035476718,6.544941934617708
CAMP09090,2025-08-24,2025-09-07,Display,34526,2390,959,229,4075.61,10082.46,1.47,14,1.705276150627615,4.24985401459854,9.581589958158995
CAMP09091,2025-04-26,2025-05-02,Social,286756,19616,6677,3497,2160.69,5742.81,1.66,6,0.11014936786296901,0.3236019170286057,17.827283849918434
CAMP09092,2025-06-12,2025-06-27,Search,130245,1519,756,316,1114.29,1680.03,0.51,15,0.7335681369321922,1.4739285714285715,20.803159973666887
CAMP09093,2025-08-14,2025-08-24,Email,171247,4059,1469,406,172.6,358.21,1.08,10,0.04252278886425228,0.11749489448604493,10.002463661000247
CAMP09094,2025-08-18,2025-08-23,Display,120623,10501,4095,1252,1335.09,4001.25,2.0,5,0.12713932006475573,0.326029304029304,11.922674031044663
CAMP09095,2025-07-01,2025-07-10,Search,247621,23421,11653,5323,3777.58,6219.52,0.65,9,0.16129029503437087,0.32417231614176606,22.72746680329619
CAMP09096,2025-09-06,2025-09-15,Social,48927,2971,1001,327,4120.32,12247.16,1.97,9,1.386846179737462,4.116203796203796,11.00639515314709
CAMP09097,2025-11-14,2025-11-22,Influencer,27073,1725,665,314,3043.38,4189.26,0.38,8,1.7642782608695653,4.576511278195489,18.20289855072464
CAMP09098,2025-07-29,2025-08-13,Email,265493,20695,4539,2320,4746.81,10634.19,1.24,15,0.22936989611017156,1.0457832121612691,11.210437303696546
CAMP09099,2025-05-24,2025-06-02,Search,91257,4247,1336,431,2658.69,6816.56,1.56,9,0.6260160113020956,1.9900374251497006,10.148340004709206
CAMP09100,2025-12-11,2025-12-16,Social,142644,5637,2619,907,2448.69,5353.71,1.19,5,0.4343959552953699,0.9349713631156931,16.09011885754834
CAMP09101,2025-04-06,2025-04-21,Social,15006,1187,523,115,4180.9,6763.91,0.62,15,3.5222409435551807,7.994072657743785,9.688289806234204
CAMP09102,2025-12-12,2025-12-27,Email,176325,2212,492,259,918.28,2413.21,1.63,15,0.4151356238698011,1.8664227642276423,11.708860759493671
CAMP09103,2025-09-01,2025-09-11,Email,221275,19844,4819,2132,174.18,244.46,0.4,10,0.008777464220923202,0.03614442830462752,10.743801652892563
CAMP09104,2025-03-27,2025-04-07,Display,170487,8470,3714,2062,4420.8,8225.22,0.86,11,0.5219362455726092,1.1903069466882068,24.34474616292798
CAMP09105,2025-07-03,2025-07-15,Display,52813,2924,625,172,2717.15,4237.34,0.56,12,0.9292578659370725,4.34744,5.88235294117647
CAMP09106,2025-05-01,2025-05-07,Email,254212,17053,7759,4533,3749.99,7465.41,0.99,6,0.2199020700170058,0.4833084160329939,26.58183310854395
CAMP09107,2025-11-28,2025-12-09,Email,131491,4562,1868,901,3181.72,5647.0,0.77,11,0.6974397194213064,1.7032762312633831,19.75010960105217
CAMP09108,2025-04-02,2025-04-12,Search,27013,1722,277,77,3353.05,4554.1,0.36,10,1.9471835075493613,12.104873646209388,4.471544715447155
CAMP09109,2025-03-11,2025-03-24,Display,8244,596,231,88,2977.96,7396.58,1.48,13,4.996577181208054,12.891601731601732,14.76510067114094
CAMP09110,2025-05-13,2025-05-25,Social,225179,4641,2012,964,3653.48,4944.04,0.35,12,0.7872182719241543,1.815844930417495,20.77138547726783
CAMP09111,2025-10-06,2025-10-21,Display,238401,13551,2137,441,656.11,1372.12,1.09,15,0.048417828942513466,0.30702386523163316,3.2543723710427277
CAMP09112,2025-05-17,2025-05-25,Display,199512,7910,2238,1146,1329.53,3468.95,1.61,8,0.16808217446270543,0.5940705987488829,14.487989886219973
CAMP09113,2025-11-10,2025-11-23,Email,82428,4959,2207,1278,2447.76,4813.61,0.97,13,0.493599516031458,1.10908926144087,25.771324863883848
CAMP09114,2025-07-06,2025-07-11,Email,215485,2567,460,106,3610.66,10014.95,1.77,5,1.4065679781846512,7.849260869565217,4.129333852746397
CAMP09115,2025-08-09,2025-08-24,Display,25588,1966,549,307,1611.64,2993.81,0.86,15,0.8197558494404884,2.935591985428051,15.615462868769075
CAMP09116,2025-02-15,2025-02-25,Influencer,194759,4899,1690,651,4055.37,11928.54,1.94,10,0.8277954684629516,2.3996272189349113,13.288426209430495
CAMP09117,2025-10-05,2025-10-17,Influencer,196795,14178,1969,799,420.16,441.09,0.05,12,0.029634645224996474,0.2133875063484002,5.635491606714628
CAMP09118,2025-07-11,2025-07-26,Display,243378,19273,3562,1909,3975.41,10265.08,1.58,15,0.20626835469309396,1.1160612015721505,9.905048513464433
CAMP09119,2025-01-08,2025-01-23,Influencer,159710,12415,3559,1551,3525.39,8516.35,1.42,15,0.2839621425694724,0.990556336049452,12.492952074103906
CAMP09120,2025-10-03,2025-10-11,Display,5785,483,120,40,419.78,932.81,1.22,8,0.8691097308488612,3.4981666666666666,8.281573498964804
CAMP09121,2025-06-28,2025-07-04,Email,22211,837,192,94,255.01,406.03,0.59,6,0.3046714456391876,1.3281770833333333,11.230585424133812
CAMP09122,2025-11-30,2025-12-15,Email,277361,26915,2975,759,4215.54,9364.52,1.22,15,0.15662418725617686,1.4169882352941177,2.8199888537989968
CAMP09123,2025-02-08,2025-02-14,Email,183560,2229,1050,489,809.49,1772.09,1.19,6,0.3631628532974428,0.7709428571428572,21.93808882907133
CAMP09124,2025-10-20,2025-11-03,Social,240632,12827,5753,2933,1341.19,1741.94,0.3,14,0.10455991268418181,0.233128802363984,22.865829890075624
CAMP09125,2025-06-27,2025-07-02,Email,16556,568,146,48,4491.83,12396.06,1.76,5,7.9081514084507045,30.76595890410959,8.450704225352112
CAMP09126,2025-06-11,2025-06-20,Email,294058,22521,3885,2284,1780.09,3683.42,1.07,9,0.07904133919452955,0.45819562419562415,10.141645575240887
CAMP09127,2025-11-27,2025-12-07,Display,161776,13341,1702,776,2699.13,3179.87,0.18,10,0.2023184169102766,1.5858578143360753,5.816655423131699
CAMP09128,2025-04-14,2025-04-22,Influencer,158538,13319,1988,473,251.98,449.31,0.78,8,0.018918837750581875,0.12675050301810864,3.5513176664914785
CAMP09129,2025-06-10,2025-06-18,Influencer,209296,7685,2619,1536,2888.16,4138.83,0.43,8,0.3758178269355888,1.1027720504009164,19.98698763825634
CAMP09130,2025-10-14,2025-10-23,Email,261676,9072,3570,1776,3596.27,4809.16,0.34,9,0.39641424162257494,1.0073585434173669,19.576719576719576
CAMP09131,2025-05-03,2025-05-12,Email,43199,3063,497,237,2869.03,8299.35,1.89,9,0.9366731962128633,5.772696177062374,7.737512242899118
CAMP09132,2025-02-23,2025-03-08,Email,183264,17141,2487,749,4062.53,9545.57,1.35,13,0.23700659238084126,1.6335062324085243,4.369640044338137
CAMP09133,2025-02-03,2025-02-15,Display,270483,8893,3347,1302,3905.12,6260.57,0.6,12,0.43912290565613404,1.1667523155064237,14.640728662993366
CAMP09134,2025-08-30,2025-09-12,Display,89709,8249,2530,1417,2447.64,5768.36,1.36,13,0.29671960237604555,0.9674466403162055,17.177839738150077
CAMP09135,2025-04-23,2025-04-30,Display,103118,6520,1621,524,3261.02,8498.48,1.61,7,0.5001564417177914,2.0117334978408388,8.03680981595092
CAMP09136,2025-11-14,2025-11-21,Influencer,182027,13909,5424,2003,1455.52,2378.12,0.63,7,0.10464591271838378,0.26834808259587023,14.400747717305343
CAMP09137,2025-01-23,2025-01-28,Social,97604,4840,1366,413,1857.25,5515.34,1.97,5,0.3837293388429752,1.3596266471449487,8.53305785123967
CAMP09138,2025-02-15,2025-03-01,Influencer,43316,3578,1023,292,3147.23,8695.49,1.76,14,0.87960592509782,3.076471163245357,8.16098378982672
CAMP09139,2025-11-08,2025-11-18,Display,61670,6003,638,138,3336.02,8654.51,1.59,10,0.5557254705980343,5.228871473354232,2.2988505747126435
CAMP09140,2025-05-15,2025-05-23,Search,166713,4226,956,472,518.25,1259.6,1.43,8,0.12263369616658779,0.542102510460251,11.168954093705631
CAMP09141,2025-04-28,2025-05-13,Social,66745,2983,304,71,4114.27,4433.04,0.08,15,1.3792390211196783,13.533782894736843,2.380154207173986
CAMP09142,2025-07-08,2025-07-20,Email,286190,25076,11774,4857,3222.15,3366.53,0.04,12,0.12849537406284894,0.273666553422796,19.369117881639816
CAMP09143,2025-05-11,2025-05-17,Influencer,152657,3953,860,189,1704.02,2265.72,0.33,6,0.43107007336200354,1.9814186046511628,4.781178851505185
CAMP09144,2025-07-31,2025-08-15,Social,274231,12934,2227,1321,1209.17,3426.61,1.83,15,0.09348770681923613,0.5429591378536147,10.213391062316376
CAMP09145,2025-04-23,2025-04-29,Search,116638,2910,396,191,3055.11,4383.06,0.43,6,1.0498659793814433,7.714924242424242,6.563573883161513
CAMP09146,2025-02-13,2025-02-24,Social,131041,8957,1062,480,3509.85,8431.61,1.4,11,0.3918555319861561,3.304943502824859,5.35893714413308
CAMP09147,2025-05-08,2025-05-17,Influencer,45711,1437,652,179,4649.19,13760.69,1.96,9,3.2353444676409184,7.130659509202453,12.45650661099513
CAMP09148,2025-12-30,2026-01-04,Display,253786,11235,1880,773,1006.46,2893.12,1.87,5,0.08958255451713396,0.5353510638297873,6.880284824210057
CAMP09149,2025-06-07,2025-06-18,Email,106660,5781,2005,804,2564.3,4617.26,0.8,11,0.4435737761632936,1.2789526184538653,13.907628437986508
CAMP09150,2025-09-30,2025-10-11,Display,238349,8757,3156,1083,4780.38,11292.26,1.36,11,0.5458924289140117,1.5146958174904943,12.36724905789654
CAMP09151,2025-11-11,2025-11-25,Display,214628,15279,3468,910,4556.71,11476.51,1.52,14,0.2982335231363309,1.3139302191464821,5.955887165390405
CAMP09152,2025-12-21,2025-12-31,Influencer,48543,971,420,145,2441.68,5125.19,1.1,10,2.514603501544799,5.813523809523809,14.933058702368692
CAMP09153,2025-12-06,2025-12-14,Display,32122,2864,531,235,2804.99,5739.18,1.05,8,0.9793959497206703,5.282467043314501,8.205307262569832
CAMP09154,2025-02-14,2025-02-26,Display,261635,13950,1793,708,4590.86,6642.99,0.45,12,0.3290939068100358,2.560435025097602,5.075268817204301
CAMP09155,2025-04-18,2025-05-03,Influencer,254997,15695,1999,855,257.41,605.38,1.35,15,0.016400764574705323,0.1287693846923462,5.447594775406181
CAMP09156,2025-08-07,2025-08-13,Influencer,73659,4860,1070,458,4883.39,7752.91,0.59,6,1.004812757201646,4.5639158878504675,9.423868312757202
CAMP09157,2025-11-14,2025-11-20,Search,56459,867,247,73,4887.27,7903.75,0.62,6,5.636989619377163,19.786518218623485,8.419838523644751
CAMP09158,2025-11-11,2025-11-17,Display,37036,2893,1017,248,4727.39,7239.58,0.53,6,1.6340788109229174,4.648367748279253,8.572416176978914
CAMP09159,2025-06-26,2025-07-03,Social,60087,5716,2237,914,4830.97,5466.98,0.13,7,0.845166200139958,2.15957532409477,15.990202939118264
CAMP09160,2025-08-16,2025-08-26,Email,171950,9765,1674,932,1589.94,4272.66,1.69,10,0.16282027649769587,0.9497849462365592,9.544290834613415
CAMP09161,2025-07-10,2025-07-15,Email,189001,8538,3189,1907,281.63,767.76,1.73,5,0.032985476692433825,0.08831295076826591,22.33544155539939
CAMP09162,2025-06-09,2025-06-24,Influencer,199941,16121,2789,1434,1493.29,3654.84,1.45,15,0.09263010979467774,0.5354212979562567,8.895229824452578
CAMP09163,2025-09-24,2025-09-30,Influencer,148784,11133,5554,1602,1793.76,5122.05,1.86,6,0.1611209916464565,0.3229672308246309,14.38965238480194
CAMP09164,2025-12-24,2026-01-07,Search,289447,19852,9600,4340,1827.08,4134.07,1.26,14,0.09203505943985492,0.19032083333333333,21.861777150916783
CAMP09165,2025-11-22,2025-11-28,Display,51515,4990,703,207,3434.25,7827.55,1.28,6,0.6882264529058116,4.885135135135135,4.148296593186373
CAMP09166,2025-07-09,2025-07-14,Influencer,152076,9483,3433,1478,4331.72,12022.07,1.78,5,0.45678793630707587,1.2617885231575883,15.585785089106825
CAMP09167,2025-06-24,2025-07-01,Influencer,242889,7858,3624,1421,1187.74,1683.13,0.42,7,0.15115041995418682,0.327742825607064,18.083481801985236
CAMP09168,2025-10-17,2025-10-31,Email,81025,990,130,45,2291.69,4287.6,0.87,14,2.3148383838383837,17.628384615384615,4.545454545454546
CAMP09169,2025-12-23,2026-01-03,Display,87099,4425,661,301,1954.71,4707.48,1.41,11,0.4417423728813559,2.9572012102874434,6.8022598870056505
CAMP09170,2025-05-25,2025-05-30,Search,287493,19753,4716,2561,3846.55,5913.35,0.54,5,0.19473244570444997,0.8156382527565734,12.965119222396599
CAMP09171,2025-08-20,2025-08-31,Influencer,195128,4974,687,230,1657.69,2415.66,0.46,11,0.33327100924809006,2.412940320232897,4.624045034177724
CAMP09172,2025-12-26,2026-01-04,Influencer,193444,2382,1081,426,375.46,1049.99,1.8,9,0.15762384550797648,0.34732654949121183,17.884130982367758
CAMP09173,2025-07-23,2025-08-05,Influencer,229751,21095,9497,3630,1735.64,5193.06,1.99,13,0.08227731689973929,0.1827566599978941,17.207869163308843
CAMP09174,2025-08-01,2025-08-07,Email,184877,6872,3295,987,1834.46,3252.16,0.77,6,0.2669470314318976,0.5567405159332321,14.362630966239815
CAMP09175,2025-02-09,2025-02-14,Influencer,151757,7882,1434,528,4129.69,6083.9,0.47,5,0.5239393554935295,2.8798396094839607,6.698807409286983
CAMP09176,2025-10-02,2025-10-15,Influencer,119742,2178,257,53,2784.68,5037.26,0.81,13,1.2785491276400367,10.83533073929961,2.4334251606978876
CAMP09177,2025-11-19,2025-12-01,Email,293153,12999,3611,1469,2665.22,4284.89,0.61,12,0.20503269482267866,0.7380836333425643,11.30086929763828
CAMP09178,2025-03-23,2025-04-06,Influencer,115138,5542,2506,1223,3034.26,8021.12,1.64,14,0.547502706604114,1.2107980845969675,22.067845543125227
CAMP09179,2025-06-30,2025-07-10,Display,123871,11302,4016,1393,2851.12,7988.63,1.8,10,0.25226685542381877,0.7099402390438246,12.325252167757919
CAMP09180,2025-11-16,2025-11-25,Display,24678,2168,1082,539,3440.09,6129.7,0.78,9,1.5867573800738008,3.179380776340111,24.861623616236162
CAMP09181,2025-03-24,2025-04-05,Email,41623,1124,519,259,4529.09,9960.16,1.2,12,4.029439501779359,8.726570327552986,23.04270462633452
CAMP09182,2025-10-30,2025-11-11,Display,18369,1102,283,168,4394.13,5086.33,0.16,12,3.9874137931034483,15.52696113074205,15.245009074410163
CAMP09183,2025-09-19,2025-09-28,Search,229817,17422,2017,843,2527.06,4863.02,0.92,9,0.14504993686143955,1.2528805156172533,4.838709677419355
CAMP09184,2025-09-29,2025-10-10,Influencer,210977,7651,780,282,4249.25,4307.36,0.01,11,0.5553849170043131,5.44775641025641,3.6857927068357075
CAMP09185,2025-07-19,2025-07-24,Search,47256,2150,769,350,4328.84,10138.96,1.34,5,2.013413953488372,5.629180754226268,16.27906976744186
CAMP09186,2025-08-28,2025-09-05,Display,242425,23912,11150,5024,3968.79,5365.97,0.35,8,0.16597482435597188,0.3559452914798206,21.01037136165942
CAMP09187,2025-06-29,2025-07-05,Email,96006,7524,2089,1242,306.07,843.55,1.76,6,0.04067916002126528,0.14651507898516036,16.507177033492823
CAMP09188,2025-06-20,2025-07-04,Email,89419,4412,1984,958,3344.06,7557.77,1.26,14,0.7579465095194923,1.6855141129032258,21.71350861287398
CAMP09189,2025-10-22,2025-10-29,Search,97586,5666,1851,597,1634.75,4669.28,1.86,7,0.2885192375573597,0.8831712587790383,10.536533709848218
CAMP09190,2025-06-26,2025-07-01,Display,298551,19800,2756,757,4379.07,12595.67,1.88,5,0.2211651515151515,1.5889223512336719,3.8232323232323235
CAMP09191,2025-08-25,2025-09-09,Influencer,124805,6851,2872,1485,1491.41,1995.99,0.34,15,0.2176923076923077,0.5192931754874652,21.675667785724713
CAMP09192,2025-05-18,2025-06-02,Display,83074,3908,1160,315,4601.27,9323.7,1.03,15,1.1773976458546571,3.9666120689655178,8.060388945752303
CAMP09193,2025-11-23,2025-11-29,Display,52303,2214,266,119,3114.09,4331.45,0.39,6,1.4065447154471546,11.707105263157896,5.374887082204156
CAMP09194,2025-11-07,2025-11-12,Email,112665,2840,1209,305,3260.77,6215.93,0.91,5,1.1481584507042253,2.6970802315963605,10.73943661971831
CAMP09195,2025-05-09,2025-05-21,Social,231354,22586,9103,4437,4449.91,8455.67,0.9,12,0.19702072080049587,0.48883994287597493,19.644912777826974
CAMP09196,2025-02-18,2025-02-26,Influencer,193089,3519,995,510,4928.47,12180.71,1.47,8,1.4005314009661836,4.953236180904523,14.492753623188406
CAMP09197,2025-06-13,2025-06-20,Influencer,48327,3097,333,198,1614.14,4765.34,1.95,7,0.521194704552793,4.847267267267267,6.393283823054569
CAMP09198,2025-10-04,2025-10-09,Email,74830,7210,1721,1001,535.42,1208.94,1.26,5,0.07426074895977808,0.31110981987216735,13.883495145631066
CAMP09199,2025-10-20,2025-10-26,Display,88650,3877,1062,515,3644.4,9592.31,1.63,6,0.940005158627805,3.431638418079096,13.283466597884964
CAMP09200,2025-04-26,2025-05-03,Email,183318,5997,996,309,443.88,802.23,0.81,7,0.07401700850425212,0.4456626506024096,5.152576288144072
CAMP09201,2025-01-24,2025-01-31,Display,65638,6301,1035,225,2715.95,3111.52,0.15,7,0.4310347563878749,2.6241062801932364,3.570861767973338
CAMP09202,2025-11-07,2025-11-17,Social,168247,13822,2305,972,1791.74,3636.06,1.03,10,0.12962957603819997,0.7773275488069414,7.0322673997974245
CAMP09203,2025-01-25,2025-02-08,Social,199681,13768,3417,1730,2010.95,5646.48,1.81,14,0.1460597036606624,0.5885133157740708,12.565368971528182
CAMP09204,2025-05-07,2025-05-19,Search,119952,7806,3333,680,1253.87,1856.37,0.48,12,0.16062900333077118,0.37619861986198616,8.71124775813477
CAMP09205,2025-08-22,2025-09-01,Display,63587,2696,1088,445,3526.76,5380.85,0.53,10,1.3081454005934718,3.2415073529411766,16.50593471810089
CAMP09206,2025-07-28,2025-08-03,Email,293200,19855,2065,1142,2902.32,3510.56,0.21,6,0.14617577436414003,1.4054818401937046,5.751699823721984
CAMP09207,2025-04-03,2025-04-09,Email,13299,1000,103,46,4766.97,14270.59,1.99,6,4.766970000000001,46.28126213592233,4.6
CAMP09208,2025-04-04,2025-04-15,Email,193295,2484,325,153,1842.14,3370.14,0.83,11,0.7416022544283414,5.668123076923077,6.159420289855073
CAMP09209,2025-11-23,2025-11-28,Search,143921,2963,849,330,2032.04,3246.69,0.6,5,0.685804927438407,2.3934511189634864,11.137360782990214
CAMP09210,2025-08-13,2025-08-18,Influencer,149843,5747,2618,1511,908.55,2592.59,1.85,5,0.15809117800591613,0.3470397249809014,26.291978423525318
CAMP09211,2025-10-07,2025-10-18,Email,296748,11597,2005,701,3097.15,8122.22,1.62,11,0.26706475812710184,1.544713216957606,6.0446667241527985
CAMP09212,2025-01-11,2025-01-24,Social,78495,7146,2077,730,565.27,1556.72,1.75,13,0.07910299468233976,0.2721569571497352,10.215505177721802
CAMP09213,2025-11-25,2025-12-04,Email,8196,586,68,27,4844.02,14051.67,1.9,9,8.266245733788397,71.23558823529413,4.607508532423208
CAMP09214,2025-01-12,2025-01-27,Email,41899,1827,197,85,4559.33,12372.07,1.71,15,2.495528188286809,23.143807106598985,4.652435686918445
CAMP09215,2025-02-04,2025-02-09,Email,202020,16732,1723,714,3528.48,10484.2,1.97,5,0.21088214200334687,2.0478699941961693,4.267272292612957
CAMP09216,2025-08-16,2025-08-25,Influencer,98270,3841,1515,799,1654.71,3770.58,1.28,9,0.4308018745118459,1.0922178217821783,20.801874511845874
CAMP09217,2025-08-08,2025-08-23,Email,81687,8100,887,473,1845.14,2734.1,0.48,15,0.2277950617283951,2.0802029312288615,5.839506172839506
CAMP09218,2025-05-21,2025-05-26,Influencer,172687,13874,2906,734,526.92,703.05,0.33,5,0.037978953438085626,0.1813214039917412,5.290471385325068
CAMP09219,2025-01-23,2025-02-06,Influencer,291502,24123,8636,3786,1310.43,2888.88,1.2,14,0.05432284541723666,0.15174038906901344,15.694565352568087
CAMP09220,2025-03-24,2025-04-06,Search,38849,1300,451,267,1829.81,3143.17,0.72,13,1.4075461538461538,4.057228381374722,20.53846153846154
CAMP09221,2025-08-17,2025-08-25,Social,67603,1558,190,83,2294.85,2897.22,0.26,8,1.472946084724005,12.078157894736842,5.327342747111682
CAMP09222,2025-12-10,2025-12-23,Email,230451,10383,2104,999,2374.93,6161.82,1.59,13,0.2287325435808533,1.128769011406844,9.621496677260907
CAMP09223,2025-03-21,2025-03-27,Email,124043,4971,1768,962,4437.02,7541.05,0.7,6,0.8925809696238183,2.5096266968325796,19.35224300945484
CAMP09224,2025-12-19,2025-12-30,Email,94582,7498,1926,1052,2304.11,4355.54,0.89,11,0.30729661242998135,1.196318795430945,14.03040810882902
CAMP09225,2025-10-17,2025-10-23,Influencer,275533,7077,2026,419,4791.39,10654.0,1.22,6,0.6770368800339127,2.3649506416584405,5.920587819697612
CAMP09226,2025-11-27,2025-12-05,Display,253386,14562,2662,787,510.68,921.26,0.8,8,0.035069358604587285,0.19184072126220886,5.404477406949595
CAMP09227,2025-06-08,2025-06-18,Social,177454,11807,1359,740,1133.79,3098.13,1.73,10,0.09602693317523503,0.8342825607064017,6.267468450918947
CAMP09228,2025-05-08,2025-05-14,Email,219112,9786,2329,1087,2001.13,5933.04,1.96,6,0.20448906601267117,0.8592228424216403,11.107704884528918
CAMP09229,2025-07-09,2025-07-15,Display,82895,2325,867,392,4451.96,7882.39,0.77,6,1.914821505376344,5.134901960784314,16.86021505376344
CAMP09230,2025-01-31,2025-02-06,Display,140599,12739,5179,2817,698.84,948.15,0.36,6,0.05485830912944501,0.13493724657269743,22.11319569824947
CAMP09231,2025-12-25,2026-01-01,Display,115971,2608,878,458,1839.81,2863.2,0.56,7,0.7054486196319019,2.0954555808656035,17.561349693251536
CAMP09232,2025-01-15,2025-01-24,Social,273837,10225,2630,1316,649.65,1525.32,1.35,9,0.06353545232273838,0.24701520912547528,12.87041564792176
CAMP09233,2025-11-09,2025-11-22,Display,37823,2953,984,215,3892.58,4533.11,0.16,13,1.318178123941754,3.955873983739837,7.280731459532679
CAMP09234,2025-03-16,2025-03-26,Email,236639,15258,5828,2987,1484.09,3486.47,1.35,10,0.09726635207759864,0.25464824982841455,19.576615545943113
CAMP09235,2025-02-03,2025-02-16,Email,193436,14654,5892,1651,2228.47,4580.21,1.06,13,0.15207247168008733,0.37821961982348945,11.266548382694145
CAMP09236,2025-12-25,2026-01-08,Search,229882,19031,2622,551,4105.42,4477.82,0.09,14,0.21572276811518049,1.5657589626239512,2.895276128422048
